"producto","variedad","Precio Mayorista","Precio Minorista","Procedencia","observaciones","fecha","Mercado"
"Frejol","Mantecoso","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Frejol","Negro","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","40   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","08/09/2012","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","28   Bs.-/Arroba (@)","Santa Cruz","","08/09/2012","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","55   Bs.-/Arroba (@)","Santa Cruz","princesa","08/09/2012","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","","08/09/2012","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","08/09/2012","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","08/09/2012","Trinidad"
"Lima","Criolla","0   Bs.-/100 U.","7   Bs.-/25 U.","Beni","","08/09/2012","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","08/09/2012","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","08/09/2012","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Santa Cruz","","08/09/2012","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Maiz","Morocho (Culli)","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","08/09/2012","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Manzana","Criolla","0   Bs.-/Arroba (@)","2   Bs.-/Libra","Santa Cruz","","08/09/2012","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","08/09/2012","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","08/09/2012","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","08/09/2012","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","08/09/2012","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","08/09/2012","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","08/09/2012","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","24   Bs.-/Docena","Santa Cruz","","08/09/2012","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","12   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","10   Bs.-/Unidad","Santa Cruz","grandes","08/09/2012","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","7   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","08/09/2012","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Santa Cruz","","08/09/2012","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","50   Bs.-/Arroba (@)","Santa Cruz","","08/09/2012","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","08/09/2012","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","07/09/2012","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","5   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","6   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","6   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","07/09/2012","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","68   Bs.-/Arroba (@)","Santa Cruz","","07/09/2012","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","07/09/2012","Trinidad"
"Durazno","Amarillo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","8   Bs.-/Kilo","Santa Cruz","frejol camba","07/09/2012","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","40   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","55   Bs.-/Arroba (@)","Santa Cruz","","07/09/2012","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Trinidad","","07/09/2012","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","","07/09/2012","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","07/09/2012","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","07/09/2012","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","07/09/2012","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Santa Cruz","","07/09/2012","Trinidad"
"Maiz","Duro","90   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","07/09/2012","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Santa Cruz","","07/09/2012","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","07/09/2012","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","Santa Cruz","","07/09/2012","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","07/09/2012","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","2   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","24   Bs.-/Docena","Santa Cruz","grandes","07/09/2012","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","12   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","","07/09/2012","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","07/09/2012","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Beni","","07/09/2012","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","50   Bs.-/Arroba (@)","Santa Cruz","","07/09/2012","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","07/09/2012","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","06/09/2012","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","5   Bs.-/3 Libras","Santa Cruz","","06/09/2012","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","06/09/2012","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","7   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","6   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","06/09/2012","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","70   Bs.-/Arroba (@)","Santa Cruz","","06/09/2012","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","06/09/2012","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","40   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","06/09/2012","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","60   Bs.-/Arroba (@)","Santa Cruz","","06/09/2012","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","65   Bs.-/Arroba (@)","Santa Cruz","","06/09/2012","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","63   Bs.-/100 U.","Santa Cruz","segunda","06/09/2012","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","06/09/2012","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","06/09/2012","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","6   Bs.-/25 U.","Santa Cruz","","06/09/2012","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","06/09/2012","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Beni","","06/09/2012","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Mandarina","Criolla","0   Bs.-/100 U.","13   Bs.-/25 U.","Santa Cruz","","06/09/2012","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Manzana","Criolla","0   Bs.-/Arroba (@)","2   Bs.-/Libra","Santa Cruz","","06/09/2012","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","06/09/2012","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","06/09/2012","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","","06/09/2012","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","06/09/2012","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","2   Bs.-/3 Libras","Santa Cruz","","06/09/2012","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","24   Bs.-/Docena","Santa Cruz","grandes","06/09/2012","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","12   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","","06/09/2012","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","06/09/2012","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Beni","","06/09/2012","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","","06/09/2012","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","5   Bs.-/Kilo","Santa Cruz","","06/09/2012","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","05/09/2012","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","5   Bs.-/3 Libras","Santa Cruz","","05/09/2012","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","05/09/2012","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","7   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","6   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","05/09/2012","Trinidad"
"Cebolla","Blanca","0   Bs.-/Bolsa (8@)","65   Bs.-/Arroba (@)","Santa Cruz","","05/09/2012","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","05/09/2012","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","40   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","05/09/2012","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","60   Bs.-/Arroba (@)","Santa Cruz","","05/09/2012","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","64   Bs.-/Arroba (@)","Santa Cruz","","05/09/2012","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","63   Bs.-/100 U.","Santa Cruz","segunda","05/09/2012","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","05/09/2012","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","05/09/2012","Trinidad"
"Lima","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","05/09/2012","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","05/09/2012","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","05/09/2012","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","05/09/2012","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Beni","","05/09/2012","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Mandarina","Criolla","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","05/09/2012","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Manzana","Criolla","0   Bs.-/Arroba (@)","2   Bs.-/Libra","Santa Cruz","","05/09/2012","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","13   Bs.-/25 U.","Santa Cruz","","05/09/2012","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","","05/09/2012","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","05/09/2012","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","05/09/2012","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","2   Bs.-/3 Libras","Santa Cruz","","05/09/2012","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","18   Bs.-/Docena","Santa Cruz","","05/09/2012","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","12   Bs.-/Kilo","Santa Cruz","sofia","05/09/2012","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","","05/09/2012","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","grande","05/09/2012","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","chico","05/09/2012","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","05/09/2012","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Beni","","05/09/2012","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","05/09/2012","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","5   Bs.-/Kilo","Santa Cruz","","05/09/2012","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","04/09/2012","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","5   Bs.-/3 Libras","Santa Cruz","","04/09/2012","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","5   Bs.-/3 Libras","Santa Cruz","","04/09/2012","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","7   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","6   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","04/09/2012","Trinidad"
"Cebolla","Blanca","0   Bs.-/Bolsa (8@)","65   Bs.-/Arroba (@)","Santa Cruz","","04/09/2012","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","04/09/2012","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","40   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","04/09/2012","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","60   Bs.-/Arroba (@)","Santa Cruz","","04/09/2012","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","63   Bs.-/Arroba (@)","Santa Cruz","","04/09/2012","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","65   Bs.-/100 U.","Santa Cruz","","04/09/2012","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","04/09/2012","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","04/09/2012","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","04/09/2012","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","04/09/2012","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","04/09/2012","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Beni","","04/09/2012","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Maiz","Morocho (Culli)","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","04/09/2012","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Manzana","Criolla","0   Bs.-/Arroba (@)","2   Bs.-/Libra","Santa Cruz","","04/09/2012","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","04/09/2012","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","","04/09/2012","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","Santa Cruz","","04/09/2012","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","04/09/2012","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","","04/09/2012","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","24   Bs.-/Docena","Santa Cruz","","04/09/2012","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","12   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","","04/09/2012","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","grande","04/09/2012","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","chico","04/09/2012","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","04/09/2012","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Beni","","04/09/2012","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","","04/09/2012","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","5   Bs.-/Kilo","Santa Cruz","","04/09/2012","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","03/09/2012","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","5   Bs.-/3 Libras","Santa Cruz","","03/09/2012","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","03/09/2012","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","7   Bs.-/Kilo","Santa Cruz","","03/09/2012","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","6   Bs.-/Kilo","Santa Cruz","","03/09/2012","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","03/09/2012","Trinidad"
"Cebolla","Blanca","0   Bs.-/Bolsa (8@)","70   Bs.-/Arroba (@)","Santa Cruz","","03/09/2012","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","03/09/2012","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","03/09/2012","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","03/09/2012","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","03/09/2012","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","40   Bs.-/Kilo","Santa Cruz","","03/09/2012","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","03/09/2012","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","60   Bs.-/Arroba (@)","Santa Cruz","","03/09/2012","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","65   Bs.-/Arroba (@)","Santa Cruz","","03/09/2012","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","150   Bs.-/100 U.","Beni","","03/09/2012","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","63   Bs.-/100 U.","Santa Cruz","segunda","03/09/2012","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","2   Bs.-/Unidad","Santa Cruz","","03/09/2012","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","03/09/2012","Trinidad"
"Lima","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","03/09/2012","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","03/09/2012","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","03/09/2012","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","03/09/2012","Trinidad"
